NO,KODE,Nama Prodi,JENJANG,DAYA TAMPUNG 2025,PEMINAT 2024,JENIS PORTOFOLIO,KAB / KOTA,Universitas,PROVINSI-1,PROVINSI-2,SITUS_WEB,Kelompok,Rasio Peminat,Kategori,Gaji Minimal,Gaji Maksimal,Prospek Kerja 1,Prospek Kerja 2,Prospek Kerja 3,Prospek Kerja 4,Hasil,Bidang Ilmu
37,15311038,TEKNOLOGI INFORMASI,Sarjana,23,672,Tidak Ada,Kota Banjarmasin,UNIVERSITAS LAMBUNG MANGKURAT,Kalimantan Selatan,,https://pmb.ulm.ac.id/,Teknologi Informasi & Komputer,"12,96",Sedang,Rp5.000.000,Rp12.000.000,Software Developer,Network Engineer,Data Analyst,Cybersecurity Analyst,Sangat Prospektif,Saintek
61,15311062,TEKNOLOGI PENDIDIKAN,Sarjana,24,44,Tidak Ada,Kota Banjarmasin,UNIVERSITAS LAMBUNG MANGKURAT,Kalimantan Selatan,,https://pmb.ulm.ac.id/,Teknologi Pendidikan,"3,98",Sepi Peminat,Rp4.000.000,Rp10.000.000,Desainer Instruksional,Developer E-Learning,Konsultan Pendidikan Digital,,Sangat Potensial,Saintek
13,15211013,AGROTEKNOLOGI,Sarjana,45,91,Tidak Ada,Kota Palangkaraya,UNIVERSITAS PALANGKARAYA,Kalimantan Tengah,,https://pmb.upr.ac.id/,Pertanian & Agribisnis,"4,50",Sepi Peminat,Rp3.500.000,Rp6.500.000,Manajer Kebun,Konsultan Agribisnis,Petani,,Sangat Potensial,Soshum
34,15211034,AKUNTANSI,Sarjana,75,414,Tidak Ada,Kota Palangkaraya,UNIVERSITAS PALANGKARAYA,Kalimantan Tengah,,https://pmb.upr.ac.id/,Akuntansi & Keuangan,"10,10",Sedang,Rp4.000.000,Rp8.000.000,Akuntan,Analisis Finansial,Staf Akuntansi,Auditor,Sangat Prospektif,Soshum
5,15211005,ARSITEKTUR,Sarjana,24,53,Tidak Ada,Kota Palangkaraya,UNIVERSITAS PALANGKARAYA,Kalimantan Tengah,,https://pmb.upr.ac.id/,Arsitektur & Desain,"7,35",Sedang,Rp4.000.000,Rp7.000.000,Arsitek,Desainer Interior,Pelukis,,Sangat Potensial,Saintek
31,15211031,BIMBINGAN DAN KONSELING,Sarjana,15,64,Tidak Ada,Kota Palangkaraya,UNIVERSITAS PALANGKARAYA,Kalimantan Tengah,,https://pmb.upr.ac.id/,Bimbingan & Konseling,"12,85",Sedang,Rp3.000.000,Rp5.000.000,Guru BK,Konselor Keluagra dan Remaja,Staf HRD,,Sangat Potensial,Soshum
22,15211022,BIOLOGI,Sarjana,18,38,Tidak Ada,Kota Palangkaraya,UNIVERSITAS PALANGKARAYA,Kalimantan Tengah,,https://pmb.upr.ac.id/,Biologi & Sains Hayati,"4,23",Sepi Peminat,Rp3.000.000,Rp6.000.000,Peneliti Biologi,Analisis Laboratorium,Dosen,,Sangat Potensial,Saintek
3,15211003,BUDIDAYA PERAIRAN,Sarjana,9,10,Tidak Ada,Kota Palangkaraya,UNIVERSITAS PALANGKARAYA,Kalimantan Tengah,,https://pmb.upr.ac.id/,Perikanan & Budidaya Air,"1,35",Sepi Peminat,Rp4.000.000,Rp9.000.000,Ahli Budidaya Ikan,Teknisi Akuakultur,Penyuluh Perikanan,Konsultan Budidaya Air,Sangat Prospektif,Saintek
32,15211032,EKONOMI PEMBANGUNAN,Sarjana,45,68,Tidak Ada,Kota Palangkaraya,UNIVERSITAS PALANGKARAYA,Kalimantan Tengah,,https://pmb.upr.ac.id/,Ekonomi & Studi Pembangunan,"5,84",Sepi Peminat,Rp4.000.000,Rp8.000.000,Ekonom,Analis Kebijakan Publik,Staf Perencanaan Pembangunan,,Sangat Potensial,Soshum
43,15211044,FARMASI,Sarjana,18,331,Tidak Ada,Kota Palangkaraya,UNIVERSITAS PALANGKARAYA,Kalimantan Tengah,,https://pmb.upr.ac.id/,Farmasi & Kesehatan,"25,28",Ramai Peminat,Rp4.000.000,Rp8.000.000,Apoteker,Tenaga Medis Kefarmasian,Staf BPOM,Medical Representative,Sangat Prospektif,Saintek
20,15211020,FISIKA,Sarjana,8,5,Tidak Ada,Kota Palangkaraya,UNIVERSITAS PALANGKARAYA,Kalimantan Tengah,,https://pmb.upr.ac.id/,Fisika & Sains Dasar,"2,12",Sepi Peminat,Rp3.800.000,Rp8.000.000,Peneliti,Data Analyst,,,Cukup Potensial,Saintek
36,15211036,ILMU ADMINISTRASI NEGARA,Sarjana,45,340,Tidak Ada,Kota Palangkaraya,UNIVERSITAS PALANGKARAYA,Kalimantan Tengah,,https://pmb.upr.ac.id/,Administrasi Publik & Kebijakan,"8,97",Sedang,Rp3.000.000,Rp6.000.000,Analis Kebijakan Publik,Staf Perencanaan,,,Cukup Potensial,Soshum
37,15211037,ILMU HUKUM,Sarjana,105,376,Tidak Ada,Kota Palangkaraya,UNIVERSITAS PALANGKARAYA,Kalimantan Tengah,,https://pmb.upr.ac.id/,Hukum & Sosial Politik,"6,92",Sepi Peminat,Rp4.000.000,Rp7.000.000,Pengacara,Konsultan Hukum,Analis Kebijakan Publik,,Sangat Potensial,Soshum
40,15211040,ILMU PEMERINTAHAN,Sarjana,45,214,Tidak Ada,Kota Palangkaraya,UNIVERSITAS PALANGKARAYA,Kalimantan Tengah,,https://pmb.upr.ac.id/,Ilmu Pemerintahan & Sosial,"6,69",Sepi Peminat,Rp3.500.000,Rp6.500.000,Staf Administrasi Pemerintahan,Analis Kebijakan Publik,,,Cukup Potensial,Soshum
1,15211001,ILMU SOSIAL EKONOMI PERTANIAN (AGRIBISNIS),Sarjana,45,91,Tidak Ada,Kota Palangkaraya,UNIVERSITAS PALANGKARAYA,Kalimantan Tengah,,https://pmb.upr.ac.id/,Pertanian & Agribisnis,"4,50",Sepi Peminat,Rp3.500.000,Rp6.500.000,Manajer Kebun,Konsultan Agribisnis,Petani,,Sangat Potensial,Soshum
18,15211018,KEDOKTERAN,Sarjana,35,507,Tidak Ada,Kota Palangkaraya,UNIVERSITAS PALANGKARAYA,Kalimantan Tengah,,https://pmb.upr.ac.id/,Kedokteran,"22,63",Ramai Peminat,Rp8.000.000,Rp15.000.000,Dokter Umum,Dokter Spesialis,Tenaga Kesehatan,,Sangat Potensial,Saintek
14,15211014,KEHUTANAN,Sarjana,45,120,Tidak Ada,Kota Palangkaraya,UNIVERSITAS PALANGKARAYA,Kalimantan Tengah,,https://pmb.upr.ac.id/,Kehutanan & Lingkungan,"4,00",Sepi Peminat,Rp4.500.000,Rp11.000.000,Rimbawan,Peneliti Konservasi,Petugas Taman Nasional,Konsultan Lingkungan,Sangat Prospektif,Soshum
21,15211021,KIMIA,Sarjana,14,15,Tidak Ada,Kota Palangkaraya,UNIVERSITAS PALANGKARAYA,Kalimantan Tengah,,https://pmb.upr.ac.id/,Kimia & Sains Dasar,"4,01",Sepi Peminat,Rp4.500.000,Rp12.000.000,Analis Kimia,Peneliti Sains,Quality Control Industri,Profesor,Sangat Prospektif,Saintek
33,15211033,MANAJEMEN,Sarjana,90,726,Tidak Ada,Kota Palangkaraya,UNIVERSITAS PALANGKARAYA,Kalimantan Tengah,,https://pmb.upr.ac.id/,Manajemen & Bisnis,"15,97",Sedang,Rp4.000.000,Rp7.000.000,Manajemen,Analis Bisnis,Konsultan Manajemen,,Sangat Potensial,Soshum
39,15211039,MANAJEMEN PENDIDIKAN,Sarjana,15,36,Tidak Ada,Kota Palangkaraya,UNIVERSITAS PALANGKARAYA,Kalimantan Tengah,,https://pmb.upr.ac.id/,Administrasi Pendidikan,"6,27",Sepi Peminat,Rp3.000.000,Rp5.000.000,Staf Tata Usaha Sekolah / Kampus,Administrator Pendidikan,,,Cukup Potensial,Soshum
2,15211002,MANAJEMEN SUMBERDAYA PERAIRAN,Sarjana,15,25,Tidak Ada,Kota Palangkaraya,UNIVERSITAS PALANGKARAYA,Kalimantan Tengah,,https://pmb.upr.ac.id/,Perikanan & Kelautan,"2,09",Sepi Peminat,Rp4.000.000,Rp9.000.000,Ahli Perikanan,Quality Control,Penyuluh Perikanan,Konsultan Kelautan,Sangat Prospektif,Saintek
42,15211042,MATEMATIKA,Sarjana,9,20,Tidak Ada,Kota Palangkaraya,UNIVERSITAS PALANGKARAYA,Kalimantan Tengah,,https://pmb.upr.ac.id/,Matematika & Sains Dasar,"4,11",Sepi Peminat,Rp3.500.000,Rp6.000.000,Analis Data,Peneliti,Dosen,Data Scientist,Sangat Prospektif,Soshum
25,15211025,PEND. BAHASA INGGRIS,Sarjana,36,120,Tidak Ada,Kota Palangkaraya,UNIVERSITAS PALANGKARAYA,Kalimantan Tengah,,https://pmb.upr.ac.id/,Pendidikan Bahasa Inggris,"6,87",Sepi Peminat,Rp3.500.000,Rp6.000.000,Guru Bahasa Inggris,Penerjemah,Penulis,Tour Guide,Sangat Prospektif,Soshum
10,15211010,PEND. BIOLOGI,Sarjana,18,42,Tidak Ada,Kota Palangkaraya,UNIVERSITAS PALANGKARAYA,Kalimantan Tengah,,https://pmb.upr.ac.id/,Pendidikan Sains & Biologi,"5,40",Sepi Peminat,Rp3.500.000,Rp6.000.000,Guru Biologi,Asisten Laboratorium Pendidikan,,,Cukup Potensial,Soshum
24,15211024,PEND. EKONOMI,Sarjana,18,37,Tidak Ada,Kota Palangkaraya,UNIVERSITAS PALANGKARAYA,Kalimantan Tengah,,https://pmb.upr.ac.id/,Ekonomi & Studi Pembangunan,"5,84",Sepi Peminat,Rp4.000.000,Rp8.000.000,Ekonom,Analis Kebijakan Publik,Staf Perencanaan Pembangunan,,Sangat Potensial,Soshum
8,15211008,PEND. FISIKA,Sarjana,9,16,Tidak Ada,Kota Palangkaraya,UNIVERSITAS PALANGKARAYA,Kalimantan Tengah,,https://pmb.upr.ac.id/,Pendidikan Fisika & IPA,"2,53",Sepi Peminat,Rp4.000.000,Rp8.000.000,Guru IPA,Pengembang Konten Edukasi,Peneliti Fisika,,Sangat Potensial,Saintek
29,15211029,PEND. GURU PEND ANAK USIA DINI (PG PAUD),Sarjana,18,47,Tidak Ada,Kota Palangkaraya,UNIVERSITAS PALANGKARAYA,Kalimantan Tengah,,https://pmb.upr.ac.id/,Pendidikan Guru & PAUD,"10,72",Sedang,Rp3.000.000,Rp5.000.000,Guru PAUD,Pengelola TK,Konsultan Pendidikan Anak Usia Dini,,Sangat Potensial,Soshum
27,15211027,PEND. GURU SEKOLAH DASAR (PGSD),Sarjana,51,420,Tidak Ada,Kota Palangkaraya,UNIVERSITAS PALANGKARAYA,Kalimantan Tengah,,https://pmb.upr.ac.id/,Pendidikan Guru & PAUD,"10,72",Sedang,Rp3.000.000,Rp5.000.000,Guru PAUD,Pengelola TK,Konsultan Pendidikan Anak Usia Dini,,Sangat Potensial,Soshum
28,15211028,"PEND. JASMANI, KESEHATAN DAN REKREASI",Sarjana,21,43,Olahraga,Kota Palangkaraya,UNIVERSITAS PALANGKARAYA,Kalimantan Tengah,,https://pmb.upr.ac.id/,Pendidikan Jasmani & Olahraga,"4,30",Sepi Peminat,Rp3.000.000,Rp5.500.000,Guru Olahraga,Pelatih Olahraga,Fisioterapis,,Sangat Potensial,Saintek
9,15211009,PEND. KIMIA,Sarjana,8,6,Tidak Ada,Kota Palangkaraya,UNIVERSITAS PALANGKARAYA,Kalimantan Tengah,,https://pmb.upr.ac.id/,Pendidikan Kimia & IPA,"2,99",Sepi Peminat,Rp4.000.000,Rp8.000.000,Guru Kimia,Analis Kimia,Peneliti Kimia,Profesi Laboratorium,Sangat Prospektif,Soshum
30,15211030,PEND. LUAR SEKOLAH,Sarjana,5,3,Tidak Ada,Kota Palangkaraya,UNIVERSITAS PALANGKARAYA,Kalimantan Tengah,,https://pmb.upr.ac.id/,Pendidikan Non-Formal,"3,28",Sepi Peminat,Rp3.500.000,Rp7.000.000,Tutor Lembaga Kursus,Pengembang Kurikulum Non-Formal,Pelatih Komunitas,,Sangat Potensial,Soshum
7,15211007,PEND. MATEMATIKA,Sarjana,18,60,Tidak Ada,Kota Palangkaraya,UNIVERSITAS PALANGKARAYA,Kalimantan Tengah,,https://pmb.upr.ac.id/,Pendidikan Matematika & IPA,"5,57",Sepi Peminat,Rp3.500.000,Rp6.000.000,Guru Matematika,Pengembang Kurikulum Sains,Asisten Peneliti,,Sangat Potensial,Saintek
23,15211023,PEND. PANCASILA & KEWARGANEGARAAN (PPKN),Sarjana,18,55,Tidak Ada,Kota Palangkaraya,UNIVERSITAS PALANGKARAYA,Kalimantan Tengah,,https://pmb.upr.ac.id/,Pendidikan Sosial & Kewarganegaraan,"7,25",Sedang,Rp3.000.000,Rp5.500.000,Guru PPKn,Pengembang Materi Kewarganegaraan,,,Cukup Potensial,Soshum
11,15211011,PEND. TEKNIK MESIN,Sarjana,18,44,Tidak Ada,Kota Palangkaraya,UNIVERSITAS PALANGKARAYA,Kalimantan Tengah,,https://pmb.upr.ac.id/,Pendidikan Teknik Mesin,"3,03",Sepi Peminat,Rp4.000.000,Rp11.000.000,Guru Teknik Mesin,Teknisi Mekanik,Desainer Teknik Mesin,Manajer Mekanik,Sangat Prospektif,Soshum
26,15211026,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,Sarjana,24,97,Tidak Ada,Kota Palangkaraya,UNIVERSITAS PALANGKARAYA,Kalimantan Tengah,,https://pmb.upr.ac.id/,Pendidikan Bahasa  & Sastra Indonesia,"7,84",Sedang,Rp3.000.000,Rp5.500.000,Guru Bahasa Indonesia,Penulis,,,Cukup Potensial,Soshum
41,15211041,PENDIDIKAN SENI DRAMA TARI DAN MUSIK,Sarjana,12,20,Sendratasik,Kota Palangkaraya,UNIVERSITAS PALANGKARAYA,Kalimantan Tengah,,https://pmb.upr.ac.id/,Pendidikan Seni & Kreativitas,"3,04",Sepi Peminat,Rp3.500.000,Rp9.000.000,Guru Seni,Art Director,Animator,Ilustrator,Sangat Prospektif,Soshum
17,15211017,PENDIDIKAN TEKNIK BANGUNAN,Sarjana,8,6,Tidak Ada,Kota Palangkaraya,UNIVERSITAS PALANGKARAYA,Kalimantan Tengah,,https://pmb.upr.ac.id/,Pendidikan Teknik Sipil,"2,39",Sepi Peminat,Rp4.500.000,Rp10.000.000,Guru Teknik Sipil,Kontraktor,Drafter Teknik Sipil,Site Engineer,Sangat Prospektif,Soshum
16,15211016,PETERNAKAN,Sarjana,15,20,Tidak Ada,Kota Palangkaraya,UNIVERSITAS PALANGKARAYA,Kalimantan Tengah,,https://pmb.upr.ac.id/,Peternakan & Perikanan,"2,53",Sepi Peminat,Rp4.000.000,Rp9.000.000,Peternak Profesional,Manajer Usaha Perikanan,Penyuluh Peternakan,,Sangat Potensial,Saintek
35,15211035,SOSIOLOGI,Sarjana,45,73,Tidak Ada,Kota Palangkaraya,UNIVERSITAS PALANGKARAYA,Kalimantan Tengah,,https://pmb.upr.ac.id/,Sosiologi & Sosial,"4,45",Sepi Peminat,Rp3.500.000,Rp6.000.000,Peneliti Sosial  ,Konsultan LSM,Guru Sosiologi,,Sangat Potensial,Soshum
6,15211006,TEKNIK INFORMATIKA,Sarjana,30,499,Tidak Ada,Kota Palangkaraya,UNIVERSITAS PALANGKARAYA,Kalimantan Tengah,,https://pmb.upr.ac.id/,Teknik Informatika & Ilmu Komputer,"16,40",Ramai Peminat,Rp5.000.000,Rp10.000.000,Pengembang Software,Konsultan TI,Pengembang Web,Analis Data,Sangat Prospektif,Saintek
12,15211012,TEKNIK PERTAMBANGAN,Sarjana,30,327,Tidak Ada,Kota Palangkaraya,UNIVERSITAS PALANGKARAYA,Kalimantan Tengah,,https://pmb.upr.ac.id/,Teknik Pertambangan & Geologi,"12,33",Sedang,Rp6.000.000,Rp12.000.000,Insinyur Pertambangan,Geolog,Konsultan Geoteknik,Pengelola Tambang,Sangat Prospektif,Saintek
4,15211004,TEKNIK SIPIL,Sarjana,48,214,Tidak Ada,Kota Palangkaraya,UNIVERSITAS PALANGKARAYA,Kalimantan Tengah,,https://pmb.upr.ac.id/,Teknik Sipil & Lingkungan,"8,12",Sedang,Rp5.000.000,Rp9.000.000,Insinyut Sipil,Konsultan Konstruksi,Manajer Proyek,Pengelola Infrastruktur,Sangat Prospektif,Saintek
15,15211015,TEKNOLOGI HASIL PERIKANAN,Sarjana,8,7,Tidak Ada,Kota Palangkaraya,UNIVERSITAS PALANGKARAYA,Kalimantan Tengah,,https://pmb.upr.ac.id/,Teknologi Perikanan & Kelautan,"2,15",Sepi Peminat,Rp4.000.000,Rp9.000.000,Teknolog Perikanan,Quality Assurance,Konsultan Budidaya Ikan,,Sangat Potensial,Saintek
19,15211019,TEKNOLOGI INDUSTRI PERTANIAN,Sarjana,15,56,Tidak Ada,Kota Palangkaraya,UNIVERSITAS PALANGKARAYA,Kalimantan Tengah,,https://pmb.upr.ac.id/,Teknologi Pertanian & Industri,"4,40",Sepi Peminat,Rp3.000.000,Rp6.000.000,Peneliti Pertanian,Argonom,Quality Control,,Sangat Potensial,Saintek
44,15212043,TEKNOLOGI LABORATORIUM MEDIS,Sarjana Terapan,15,80,Tidak Ada,Kota Palangkaraya,UNIVERSITAS PALANGKARAYA,Kalimantan Tengah,,https://pmb.upr.ac.id/,Biomedis & Kesehatan,"13,31",Sedang,Rp4.000.000,Rp7.000.000,Analisis Medis,Staf Riset Kesehatan,Staf Teknis Rumah Sakit,,Sangat Potensial,Saintek
38,15211038,TEKNOLOGI PENDIDIKAN,Sarjana,15,24,Tidak Ada,Kota Palangkaraya,UNIVERSITAS PALANGKARAYA,Kalimantan Tengah,,https://pmb.upr.ac.id/,Teknologi Pendidikan,"3,98",Sepi Peminat,Rp4.000.000,Rp10.000.000,Desainer Instruksional,Developer E-Learning,Konsultan Pendidikan Digital,,Sangat Potensial,Saintek
15,15421015,ARSITEKTUR,Sarjana,30,94,Tidak Ada,Kota Balikpapan,INSTITUT TEKNOLOGI KALIMANTAN,Kalimantan Timur,,http://pmb.itk.ac.id/,Arsitektur & Desain,"7,35",Sedang,Rp4.000.000,Rp7.000.000,Arsitek,Desainer Interior,Pelukis,,Sangat Potensial,Saintek
18,15421018,BISNIS DIGITAL,Sarjana,30,298,Tidak Ada,Kota Balikpapan,INSTITUT TEKNOLOGI KALIMANTAN,Kalimantan Timur,,http://pmb.itk.ac.id/,Bisnis Digital & Teknologi,"13,69",Sedang,Rp4.000.000,Rp8.000.000,Digital Business Analyst,Digital Marketing,,,Cukup Potensial,Saintek
22,15421022,DESAIN KOMUNIKASI VISUAL,Sarjana,50,77,"Seni Rupa, Desain, dan Kriya",Kota Balikpapan,INSTITUT TEKNOLOGI KALIMANTAN,Kalimantan Timur,,http://pmb.itk.ac.id/,Desain & Komunikasi Visual,"5,27",Sepi Peminat,Rp4.000.000,Rp7.000.000,Graphic Desainer,UI/UX Desainer,Ilustrator,Creative Director,Sangat Prospektif,Saintek
1,15421001,FISIKA,Sarjana,40,27,Tidak Ada,Kota Balikpapan,INSTITUT TEKNOLOGI KALIMANTAN,Kalimantan Timur,,http://pmb.itk.ac.id/,Fisika & Sains Dasar,"2,12",Sepi Peminat,Rp3.800.000,Rp8.000.000,Peneliti,Data Analyst,,,Cukup Potensial,Saintek
17,15421017,ILMU AKTUARIA,Sarjana,27,59,Tidak Ada,Kota Balikpapan,INSTITUT TEKNOLOGI KALIMANTAN,Kalimantan Timur,,http://pmb.itk.ac.id/,Statistika & Data Science,"7,65",Sedang,Rp4.000.000,Rp7.000.000,Analis Data,Data Scientist,Statistik,Konsultan Riset,Sangat Prospektif,Soshum
12,15421012,INFORMATIKA,Sarjana,20,328,Tidak Ada,Kota Balikpapan,INSTITUT TEKNOLOGI KALIMANTAN,Kalimantan Timur,,http://pmb.itk.ac.id/,Teknik Informatika & Ilmu Komputer,"16,40",Ramai Peminat,Rp5.000.000,Rp10.000.000,Pengembang Software,Konsultan TI,Pengembang Web,Analis Data,Sangat Prospektif,Saintek
2,15421002,MATEMATIKA,Sarjana,40,19,Tidak Ada,Kota Balikpapan,INSTITUT TEKNOLOGI KALIMANTAN,Kalimantan Timur,,http://pmb.itk.ac.id/,Matematika & Sains Dasar,"4,11",Sepi Peminat,Rp3.500.000,Rp6.000.000,Analis Data,Peneliti,Dosen,Data Scientist,Sangat Prospektif,Soshum
8,15421008,PERENCANAAN WILAYAH DAN KOTA,Sarjana,75,186,Tidak Ada,Kota Balikpapan,INSTITUT TEKNOLOGI KALIMANTAN,Kalimantan Timur,,http://pmb.itk.ac.id/,Perencanaan Wilayah & Kota,"5,13",Sepi Peminat,Rp4.000.000,Rp7.000.000,Perencanaan Tata Ruang,Konsultan Perencanaan Wilayah,Peneliti Tata Kota,,Sangat Potensial,Saintek
19,15421019,REKAYASA KESELAMATAN,Sarjana,25,351,Tidak Ada,Kota Balikpapan,INSTITUT TEKNOLOGI KALIMANTAN,Kalimantan Timur,,http://pmb.itk.ac.id/,Kesehatan & Keselamatan Kerja,"15,59",Sedang,Rp4.000.000,Rp7.000.000,Officer K3,Konsultan K3,Pengawas Lingkungan Kerja,,Sangat Potensial,Saintek
10,15421010,SISTEM INFORMASI,Sarjana,42,308,Tidak Ada,Kota Balikpapan,INSTITUT TEKNOLOGI KALIMANTAN,Kalimantan Timur,,http://pmb.itk.ac.id/,Sistem Informasi & Teknologi Informasi,"11,95",Sedang,Rp4.000.000,Rp7.000.000,Analis SI,Pengembang Software,Konsultan TI,,Sangat Potensial,Soshum
16,15421016,STATISTIKA,Sarjana,40,59,Tidak Ada,Kota Balikpapan,INSTITUT TEKNOLOGI KALIMANTAN,Kalimantan Timur,,http://pmb.itk.ac.id/,Statistika & Data Science,"7,65",Sedang,Rp4.000.000,Rp7.000.000,Analis Data,Data Scientist,Statistik,Konsultan Riset,Sangat Prospektif,Soshum
4,15421004,TEKNIK ELEKTRO,Sarjana,30,204,Tidak Ada,Kota Balikpapan,INSTITUT TEKNOLOGI KALIMANTAN,Kalimantan Timur,,http://pmb.itk.ac.id/,Teknik Elektro & Elektronika,"5,96",Sepi Peminat,Rp7.000.000,Rp12.000.000,Insinyur Listrik,Insinyul Eklektronika,Software Engineer,Desainer Sistem Otomasi,Sangat Prospektif,Saintek
11,15421011,TEKNIK INDUSTRI,Sarjana,40,236,Tidak Ada,Kota Balikpapan,INSTITUT TEKNOLOGI KALIMANTAN,Kalimantan Timur,,http://pmb.itk.ac.id/,Teknik Industri & Manajemen,"10,15",Sedang,Rp5.000.000,Rp10.000.000,Insinyur Industri,Manajer Proyek,Analis Produk,Spesialis Logistik,Sangat Prospektif,Saintek
14,15421014,TEKNIK KELAUTAN,Sarjana,40,35,Tidak Ada,Kota Balikpapan,INSTITUT TEKNOLOGI KALIMANTAN,Kalimantan Timur,,http://pmb.itk.ac.id/,Ilmu Kelautan & Perikanan,"2,91",Sepi Peminat,Rp4.000.000,Rp10.000.000,Peneliti Kelautan,Konsultan Lingkungan Laut,Manajer Usaha Perikanan,Teknisi Laboratorium Perikanan,Sangat Prospektif,Saintek
5,15421005,TEKNIK KIMIA,Sarjana,55,113,Tidak Ada,Kota Balikpapan,INSTITUT TEKNOLOGI KALIMANTAN,Kalimantan Timur,,http://pmb.itk.ac.id/,Teknik Kimia & Material,"6,29",Sepi Peminat,Rp5.000.000,Rp9.000.000,Insinyur Kimia,Peneliti,Teknisi Laboratorium,Konsultan Kimia,Sangat Prospektif,Saintek
13,15421013,TEKNIK LINGKUNGAN,Sarjana,40,162,Tidak Ada,Kota Balikpapan,INSTITUT TEKNOLOGI KALIMANTAN,Kalimantan Timur,,http://pmb.itk.ac.id/,Teknik Lingkungan & Sipil,"7,14",Sedang,Rp5.000.000,Rp9.000.000,Manajer Lingkungan,Konsultan Lingkungan,Insinyur Sipil,Pengelola Proyek Konstruksi,Sangat Prospektif,Saintek
21,15421021,TEKNIK LOGISTIK,Sarjana,40,82,Tidak Ada,Kota Balikpapan,INSTITUT TEKNOLOGI KALIMANTAN,Kalimantan Timur,,http://pmb.itk.ac.id/,Logistik & Manajemen Rantai Pasok,"6,19",Sepi Peminat,Rp4.000.000,Rp7.000.000,Staf Logistik,Warehouse Supervisor,Transport Coordinator,,Sangat Potensial,Soshum
6,15421006,TEKNIK MATERIAL DAN METALURGI,Sarjana,40,159,Tidak Ada,Kota Balikpapan,INSTITUT TEKNOLOGI KALIMANTAN,Kalimantan Timur,,http://pmb.itk.ac.id/,Teknik Material & Metalurgi,"4,59",Sepi Peminat,Rp5.000.000,Rp10.000.000,Insinyur Material,Metalurgis,Quality Control,Peneliti,Sangat Prospektif,Saintek
3,15421003,TEKNIK MESIN,Sarjana,25,194,Tidak Ada,Kota Balikpapan,INSTITUT TEKNOLOGI KALIMANTAN,Kalimantan Timur,,http://pmb.itk.ac.id/,Teknik Mesin,"6,81",Sepi Peminat,Rp6.000.000,Rp14.000.000,Insinyur Mesin,Teknisi,Operator,Mekanik,Sangat Prospektif,Saintek
9,15421009,TEKNIK PERKAPALAN,Sarjana,45,91,Tidak Ada,Kota Balikpapan,INSTITUT TEKNOLOGI KALIMANTAN,Kalimantan Timur,,http://pmb.itk.ac.id/,Teknik Perkapalan & Kelautan,"4,94",Sepi Peminat,Rp5.000.000,Rp10.000.000,Insinyut Perkapalan,Teknisi Kelautan,Desainer Kapal,Konsultan Maritim,Sangat Prospektif,Saintek
7,15421007,TEKNIK SIPIL,Sarjana,20,222,Tidak Ada,Kota Balikpapan,INSTITUT TEKNOLOGI KALIMANTAN,Kalimantan Timur,,http://pmb.itk.ac.id/,Teknik Sipil & Lingkungan,"8,12",Sedang,Rp5.000.000,Rp9.000.000,Insinyut Sipil,Konsultan Konstruksi,Manajer Proyek,Pengelola Infrastruktur,Sangat Prospektif,Saintek
20,15421020,TEKNOLOGI PANGAN,Sarjana,40,80,Tidak Ada,Kota Balikpapan,INSTITUT TEKNOLOGI KALIMANTAN,Kalimantan Timur,,http://pmb.itk.ac.id/,Teknologi Pangan & Pertanian,"10,34",Sedang,Rp3.000.000,Rp6.000.000,Quality Control,Peneliti Pangan,Konsultan Sertifikasi,R&D,Sangat Prospektif,Saintek
44,15411047,ADMINISTRASI BISNIS,Sarjana,24,788,Tidak Ada,Kota Samarinda,UNIVERSITAS MULAWARMAN,Kalimantan Timur,,https://unmul.ac.id,Administrasi Bisnis & Manajemen,"14,07",Sedang,Rp4.000.000,Rp7.000.000,Staf Administrasi Bisnis,Sales Analyst,,,Cukup Potensial,Saintek
39,15411042,ADMINISTRASI PUBLIK,Sarjana,24,428,Tidak Ada,Kota Samarinda,UNIVERSITAS MULAWARMAN,Kalimantan Timur,,https://unmul.ac.id,Administrasi Publik & Kebijakan,"8,97",Sedang,Rp3.000.000,Rp6.000.000,Analis Kebijakan Publik,Staf Perencanaan,,,Cukup Potensial,Soshum
2,15411002,AGRIBISNIS,Sarjana,25,110,Tidak Ada,Kota Samarinda,UNIVERSITAS MULAWARMAN,Kalimantan Timur,,https://unmul.ac.id,Pertanian & Agribisnis,"4,50",Sepi Peminat,Rp3.500.000,Rp6.500.000,Manajer Kebun,Konsultan Agribisnis,Petani,,Sangat Potensial,Soshum
1,15411001,AGROEKOTEKNOLOGI,Sarjana,35,102,Tidak Ada,Kota Samarinda,UNIVERSITAS MULAWARMAN,Kalimantan Timur,,https://unmul.ac.id,Pertanian & Agribisnis,"4,50",Sepi Peminat,Rp3.500.000,Rp6.500.000,Manajer Kebun,Konsultan Agribisnis,Petani,,Sangat Potensial,Soshum
9,15411009,AKUAKULTUR,Sarjana,18,22,Tidak Ada,Kota Samarinda,UNIVERSITAS MULAWARMAN,Kalimantan Timur,,https://unmul.ac.id,Perikanan & Budidaya Air,"1,35",Sepi Peminat,Rp4.000.000,Rp9.000.000,Ahli Budidaya Ikan,Teknisi Akuakultur,Penyuluh Perikanan,Konsultan Budidaya Air,Sangat Prospektif,Saintek
